Cruise,Platform,Layer,CastDirection,unixTimestamp,lat,lon,temperature,salinity,pHin,pH25atm,rhodamine,MLD
25706901,Glider,MLD,Up,1754543760,42.504,-69.5902,14.482,31.8185,NaN,NaN,0.021,14.8747488445769
25706901,Glider,MLD,Down,1754539080,42.5012,-69.5922,NaN,NaN,NaN,NaN,NaN,NaN
25706901,Glider,Surface,Mean,1754543760,42.504,-69.5902,18.49975,31.461,NaN,NaN,0.01275,NaN
25706901,Glider,WPT,Constant,1754548620,42.5068,-69.5882,NaN,NaN,NaN,NaN,NaN,NaN
25720901,Glider,MLD,Mean,1754550540,42.5556,-69.4516,16.9257074829932,32.0219506802721,8.05989627246705,7.93502536185131,0.0199541666666667,15.8731047529246
25720901,Glider,MLD,Up,1754550540,42.5556,-69.4516,16.9257074829932,32.0219506802721,8.05989627246705,7.93502536185131,0.0199541666666667,15.8731047529246
25720901,Glider,MLD,Down,1754546820,42.5734,-69.4537,NaN,NaN,NaN,NaN,NaN,NaN
25720901,Glider,Surface,Mean,1754550540,42.5556,-69.4516,18.4887142857143,32.1153541666667,8.07831627562656,7.97867844380497,0.01683125,NaN
25720901,Glider,WPT,Constant,1754554560,42.5378,-69.4495,NaN,NaN,NaN,NaN,NaN,NaN
25706901,Glider,MLD,Mean,1754547450,42.5059,-69.590225,14.8188125,31.6644375,NaN,NaN,0.0170625,14.8747492166439
25706901,Glider,MLD,Mean,1754552265,42.5111,-69.59135,16.2185,31.558,NaN,NaN,0.014625,14.8747420965336
25706901,Glider,MLD,Up,1754548620,42.5068,-69.5902,14.8188125,31.6644375,NaN,NaN,0.0170625,14.8747492166439
25706901,Glider,MLD,Up,1754553420,42.5128,-69.5917,16.2185,31.558,NaN,NaN,0.014625,14.8747420965336
25706901,Glider,MLD,Down,1754543940,42.5032,-69.5903,NaN,NaN,NaN,NaN,NaN,NaN
25706901,Glider,MLD,Down,1754548800,42.506,-69.5903,NaN,NaN,NaN,NaN,NaN,NaN
25706901,Glider,Surface,Mean,1754548620,42.5068,-69.5902,18.205625,31.436625,NaN,NaN,0.013875,NaN
25706901,Glider,Surface,Mean,1754553420,42.5128,-69.5917,19.0325,31.38875,NaN,NaN,0.012,NaN
25706901,Glider,WPT,Constant,1754558220,42.5196,-69.5931,NaN,NaN,NaN,NaN,NaN,NaN
25720901,Glider,MLD,Mean,1754554860,42.539,-69.4535,16.2652071428571,31.95883003663,8.06024720272576,7.92966547693126,0.022523717948718,15.8731292696961
25720901,Glider,MLD,Up,1754554860,42.539,-69.4535,16.2652071428571,31.95883003663,8.06024720272576,7.92966547693126,0.022523717948718,15.8731292696961
25720901,Glider,MLD,Down,1754551020,42.5544,-69.4525,NaN,NaN,NaN,NaN,NaN,NaN
25720901,Glider,Surface,Mean,1754554860,42.539,-69.4535,18.3534030612245,31.965631292517,8.06704179851262,7.96744543500744,0.0191333333333333,NaN
25720901,Glider,WPT,Constant,1754559180,42.5236,-69.4545,NaN,NaN,NaN,NaN,NaN,NaN
25720901,Glider,MLD,Mean,1754559060,42.5254,-69.4568,15.9115417582418,31.810886996337,8.05719587803737,7.92138953807313,0.023117673992674,15.8731483956836
25720901,Glider,MLD,Up,1754559060,42.5254,-69.4568,15.9115417582418,31.810886996337,8.05719587803737,7.92138953807313,0.023117673992674,15.8731483956836
